Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Lotus,Karmine Corp,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,FNATIC,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,FNATIC,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,FNATIC,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,FNATIC,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,FNATIC,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,Karmine Corp,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,Karmine Corp,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,Karmine Corp,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,Karmine Corp,yoru,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Split,Karmine Corp,astra,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Sunset,Team Heretics,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Sunset,Team Heretics,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Sunset,Team Heretics,kayo,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Sunset,Team Heretics,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Sunset,Team Heretics,neon,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Sunset,Karmine Corp,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Sunset,Karmine Corp,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Sunset,Karmine Corp,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Sunset,Karmine Corp,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Sunset,Karmine Corp,gekko,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Lotus,Team Heretics,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Lotus,Team Heretics,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Lotus,Team Heretics,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Lotus,Team Heretics,gekko,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Lotus,Team Heretics,neon,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Lotus,Karmine Corp,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Lotus,Karmine Corp,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Lotus,Karmine Corp,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Lotus,Karmine Corp,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Lotus,Karmine Corp,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Icebox,Team Heretics,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Icebox,Team Heretics,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Icebox,Team Heretics,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Icebox,Team Heretics,kayo,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Icebox,Team Heretics,sova,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Icebox,Karmine Corp,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Icebox,Karmine Corp,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Icebox,Karmine Corp,gekko,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Icebox,Karmine Corp,sage,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Icebox,Karmine Corp,jett,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Split,Team Heretics,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Split,Team Heretics,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Split,Team Heretics,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Split,Team Heretics,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Split,Team Heretics,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Split,Karmine Corp,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Split,Karmine Corp,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Split,Karmine Corp,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Split,Karmine Corp,astra,1,0,1
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Split,Karmine Corp,yoru,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,Karmine Corp,raze,2,0,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,Karmine Corp,viper,2,0,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,Karmine Corp,cypher,2,0,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,Karmine Corp,omen,2,0,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,Karmine Corp,gekko,2,0,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,KOI,raze,0,2,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,KOI,cypher,0,2,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,KOI,omen,0,2,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,KOI,fade,0,2,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,KOI,breach,0,2,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,Team Vitality,raze,1,1,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,Team Vitality,viper,1,1,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,Team Vitality,cypher,1,1,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,Team Vitality,omen,1,1,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Sunset,Team Vitality,skye,1,1,2
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Bind,Karmine Corp,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Bind,Karmine Corp,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Bind,Karmine Corp,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Bind,Karmine Corp,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Bind,Karmine Corp,yoru,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Bind,KOI,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Bind,KOI,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Bind,KOI,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Bind,KOI,fade,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Bind,KOI,brimstone,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Breeze,KOI,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Breeze,KOI,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Breeze,KOI,yoru,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Breeze,KOI,sova,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Breeze,KOI,kayo,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Breeze,Team Vitality,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Breeze,Team Vitality,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Breeze,Team Vitality,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Breeze,Team Vitality,jett,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Breeze,Team Vitality,astra,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Ascent,Karmine Corp,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Ascent,Karmine Corp,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Ascent,Karmine Corp,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Ascent,Karmine Corp,harbor,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Ascent,Karmine Corp,reyna,1,0,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Ascent,Team Vitality,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Ascent,Team Vitality,jett,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Ascent,Team Vitality,sova,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Ascent,Team Vitality,kayo,0,1,1
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Ascent,Team Vitality,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,GIANTX,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,GIANTX,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,GIANTX,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,GIANTX,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,GIANTX,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,Karmine Corp,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,Karmine Corp,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,Karmine Corp,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,Karmine Corp,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,Karmine Corp,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,FUT Esports,gekko,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,FUT Esports,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,FUT Esports,astra,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,FUT Esports,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,FUT Esports,yoru,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,Team Heretics,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,Team Heretics,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,Team Heretics,gekko,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,Team Heretics,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Lotus,Team Heretics,neon,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,FUT Esports,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,FUT Esports,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,FUT Esports,gekko,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,FUT Esports,neon,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,FUT Esports,kayo,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,Team Heretics,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,Team Heretics,astra,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,Team Heretics,yoru,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,Team Heretics,kayo,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Bind,Team Heretics,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,GIANTX,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,GIANTX,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,GIANTX,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,GIANTX,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,GIANTX,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,Karmine Corp,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,Karmine Corp,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,Karmine Corp,astra,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,Karmine Corp,yoru,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,Karmine Corp,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,GIANTX,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,GIANTX,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,GIANTX,breach,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,GIANTX,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,GIANTX,sage,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,Karmine Corp,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,Karmine Corp,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,Karmine Corp,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,Karmine Corp,gekko,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,Karmine Corp,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,Team Heretics,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,Team Heretics,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,Team Heretics,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,Team Heretics,breach,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,Team Heretics,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,Karmine Corp,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,Karmine Corp,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,Karmine Corp,fade,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,Karmine Corp,astra,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,Karmine Corp,yoru,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,Team Heretics,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,Team Heretics,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,Team Heretics,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,Team Heretics,neon,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,Team Heretics,gekko,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,Karmine Corp,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,Karmine Corp,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,Karmine Corp,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,Karmine Corp,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,Karmine Corp,fade,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,FUT Esports,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,FUT Esports,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,FUT Esports,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,FUT Esports,chamber,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,FUT Esports,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,GIANTX,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,GIANTX,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,GIANTX,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,GIANTX,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,GIANTX,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,FUT Esports,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,FUT Esports,fade,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,FUT Esports,chamber,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,FUT Esports,sova,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,FUT Esports,phoenix,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,GIANTX,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,GIANTX,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,GIANTX,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,GIANTX,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,GIANTX,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,FUT Esports,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,FUT Esports,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,FUT Esports,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,FUT Esports,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,FUT Esports,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,GIANTX,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,GIANTX,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,GIANTX,fade,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,GIANTX,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,GIANTX,sage,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,Karmine Corp,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,Karmine Corp,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,Karmine Corp,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,Karmine Corp,fade,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,Karmine Corp,killjoy,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,FUT Esports,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,FUT Esports,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,FUT Esports,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,FUT Esports,gekko,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,FUT Esports,breach,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,Karmine Corp,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,Karmine Corp,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,Karmine Corp,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,Karmine Corp,yoru,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,Karmine Corp,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,FUT Esports,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,FUT Esports,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,FUT Esports,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,FUT Esports,gekko,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,FUT Esports,kayo,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,Karmine Corp,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,Karmine Corp,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,Karmine Corp,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,Karmine Corp,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,Karmine Corp,gekko,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,FUT Esports,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,FUT Esports,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,FUT Esports,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,FUT Esports,cypher,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,FUT Esports,fade,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,Natus Vincere,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,Natus Vincere,kayo,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,Natus Vincere,brimstone,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,Natus Vincere,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,Natus Vincere,gekko,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,BBL Esports,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,BBL Esports,brimstone,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,BBL Esports,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,BBL Esports,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,BBL Esports,breach,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,Team Liquid,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,Team Liquid,brimstone,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,Team Liquid,raze,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,Team Liquid,skye,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,Team Liquid,gekko,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,KOI,viper,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,KOI,brimstone,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,KOI,raze,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,KOI,skye,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,KOI,fade,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,Natus Vincere,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,Natus Vincere,kayo,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,Natus Vincere,jett,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,Natus Vincere,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,Natus Vincere,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,BBL Esports,sova,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,BBL Esports,kayo,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,BBL Esports,jett,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,BBL Esports,omen,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Ascent,BBL Esports,killjoy,0,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,Natus Vincere,viper,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,Natus Vincere,sova,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,Natus Vincere,cypher,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,Natus Vincere,omen,1,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Breeze,Natus Vincere,yoru,1,0,1
